transcript_name	raw	est_count	tpm
ENST00000387347.2	0.00946913210209345	38321.00000011396	9469.13210209345
ENST00000361227.2	0.00811057443665388	32823.000000097614	8110.57443665388
ENST00000361739.1	0.007410929327631663	29991.578922236356	7410.929327631663
ENST00000361381.2	0.0066534235340989	26925.99918366267	6653.4235340989
ENST00000233143.6	0.006036414188618274	24429.00000007265	6036.414188618274
ENST00000456586.5	0.005477967421813358	22169.000000065927	5477.967421813358
ENST00000361390.2	0.005382586690845793	21783.00000006478	5382.586690845793
ENST00000406022.6	0.00450377138463665	18226.48806357006	4503.77138463665
ENST00000362079.2	0.004469789017129606	18088.96349519347	4469.789017129606
ENST00000361453.3	0.004446362810566401	17994.15906623078	4446.362810566401
ENST00000439189.1	0.0041687652237083215	16870.73856566893	4168.765223708321
ENST00000451311.7	0.003787107549944819	15326.193241066136	3787.107549944819
ENST00000651669.1	0.0037665481460753504	15242.990587730032	3766.5481460753504
ENST00000501597.3	0.003680004400384396	14892.753328087227	3680.004400384396
ENST00000245857.9	0.0036644976317056137	14829.998381157084	3664.4976317056135
ENST00000439602.7	0.0036297427519617893	14689.347502881492	3629.7427519617895
ENST00000321153.9	0.0033753995348214214	13660.036018050669	3375.399534821421
ENST00000361789.2	0.0033714370293302116	13644.000000040576	3371.4370293302118
ENST00000230050.4	0.0032851978981025746	13294.995496549336	3285.1978981025745
ENST00000309311.7	0.0032604889769871108	13195.000000039241	3260.4889769871106
ENST00000357790.5	0.0031944023633173925	12927.551505801324	3194.4023633173924
ENST00000222247.10	0.0031202472826655676	12627.450417863309	3120.2472826655676
ENST00000361575.4	0.00305737249808727	12373.000000036798	3057.37249808727
ENST00000530022.5	0.0029262382058549597	11842.307518564465	2926.2382058549597
ENST00000270625.7	0.002814548583739501	11390.306430930152	2814.548583739501
ENST00000343986.9	0.0027865334655052076	11276.93095635818	2786.5334655052075
ENST00000464216.1	0.0027573572701500345	11158.856673503711	2757.3572701500343
ENST00000409733.5	0.002723285902112339	11020.971925408607	2723.285902112339
ENST00000274065.9	0.002648710465267193	10719.169681597949	2648.7104652671933
ENST00000396651.8	0.0025871766595960454	10470.14612360896	2587.1766595960453
ENST00000448864.6	0.0025322842770870717	10248.000000030477	2532.2842770870716
ENST00000584577.5	0.0024365078635245987	9860.398696704377	2436.5078635245986
ENST00000525634.6	0.002435358801365527	9855.748512239405	2435.358801365527
ENST00000323345.11	0.002432700733767793	9844.991474813498	2432.700733767793
ENST00000567815.5	0.0024319445888530307	9841.931402468295	2431.944588853031
ENST00000379060.8	0.00239761347352924	9702.995472950948	2397.61347352924
ENST00000331523.7	0.0023572579463411888	9539.679116108064	2357.257946341189
ENST00000356303.7	0.0023420172659574887	9478.001012276733	2342.0172659574887
ENST00000676710.1	0.0023420172659574887	9478.001012276733	2342.0172659574887
ENST00000678508.1	0.0023420172659574887	9478.001012276733	2342.0172659574887
ENST00000319248.13	0.002328002539749438	9421.28427021105	2328.002539749438
ENST00000556230.2	0.002253937765814814	9121.548648048838	2253.937765814814
ENST00000677236.1	0.002243576190267061	9079.61598386319	2243.576190267061
ENST00000455918.2	0.002239846500709557	9064.522157735033	2239.846500709557
ENST00000678702.1	0.0022381765004926917	9057.763768727393	2238.1765004926915
ENST00000648437.1	0.0022113168102758647	8949.064240860998	2211.3168102758646
ENST00000394077.8	0.0021961205628811147	8887.565954625536	2196.120562881115
ENST00000370321.8	0.0021909283990439866	8866.553584298672	2190.9283990439867
ENST00000559463.5	0.0021450494678873786	8680.88434852268	2145.049467887379
ENST00000435983.5	0.0021364583794173664	8646.116737540937	2136.4583794173664
ENST00000229239.10	0.0021280827979348917	8612.221270191832	2128.0827979348915
ENST00000361624.2	0.0021007564796744565	8501.633327097265	2100.7564796744564
ENST00000253788.12	0.0020837084033773984	8432.640802255726	2083.7084033773986
ENST00000512493.5	0.002075461099055196	8399.264464749336	2075.461099055196
ENST00000678703.1	0.0020750854693292616	8397.744314161893	2075.0854693292617
ENST00000278572.10	0.002073972079742152	8393.238494419626	2073.972079742152
ENST00000568588.5	0.002056365605236179	8321.986166088896	2056.365605236179
ENST00000348462.6	0.0020276766102103982	8205.883553248259	2027.6766102103982
ENST00000343262.9	0.0020225471472964623	8185.124929732798	2022.5471472964623
ENST00000647841.1	0.0020215427165832835	8181.060059906837	2021.5427165832834
ENST00000527673.2	0.00201189035696959	8141.997549344155	2011.89035696959
ENST00000549920.6	0.001979600112941095	8011.320901465722	1979.600112941095
ENST00000599539.5	0.00192956097363828	7808.8155570947265	1929.5609736382798
ENST00000245458.11	0.0019257043442822306	7793.208013345186	1925.7043442822305
ENST00000449470.6	0.001903481741458759	7703.274495297369	1903.481741458759
ENST00000591758.1	0.0019003714198564004	7690.687213502241	1900.3714198564003
ENST00000512805.6	0.0018627535183703822	7538.449860880316	1862.7535183703822
ENST00000202773.14	0.0017931724478007403	7256.85951273028	1793.1724478007402
ENST00000216146.9	0.001728342212308643	6994.495504338128	1728.342212308643
ENST00000401609.5	0.0017246375398161933	6979.502920746206	1724.6375398161933
ENST00000380384.5	0.0017017734316979742	6886.973269902368	1701.7734316979743
ENST00000366815.10	0.0016627005957071913	6728.847886090665	1662.7005957071913
ENST00000389680.2	0.0016395107512170884	6635.000000019732	1639.5107512170885
ENST00000552361.1	0.0016395104068595483	6634.998606425774	1639.5104068595483
ENST00000551150.5	0.0016388625550206497	6632.3767895527135	1638.8625550206498
ENST00000312037.6	0.0016218951306946957	6563.710658318461	1621.8951306946956
ENST00000512690.5	0.0016181109186980962	6548.396183205155	1618.1109186980962
ENST00000322203.7	0.0016142879322772474	6532.924790362152	1614.2879322772474
ENST00000579408.5	0.0015935179658894852	6448.8700033588275	1593.5179658894851
ENST00000394665.5	0.0015934477107654003	6448.585685157218	1593.4477107654004
ENST00000594493.1	0.0015872092170679543	6423.33888171177	1587.2092170679543
ENST00000228306.8	0.001545614477201717	6255.007506752239	1545.614477201717
ENST00000331825.11	0.0015421532175351692	6241.00000001856	1542.1532175351692
ENST00000329421.8	0.001484331738140324	6007.000000017864	1484.331738140324
ENST00000301071.12	0.001481569364671314	5995.820843093563	1481.5693646713141
ENST00000563390.5	0.001479640920178029	5988.016545864352	1479.640920178029
ENST00000471855.1	0.0014496367985120738	5866.591695733653	1449.6367985120737
ENST00000355968.10	0.0014095986317878186	5704.559677328763	1409.5986317878187
ENST00000529639.6	0.0014074540262845273	5695.880589677879	1407.4540262845273
ENST00000521466.5	0.001380867847182778	5588.287944610024	1380.867847182778
ENST00000409115.8	0.0013769062751499389	5572.255704249019	1376.906275149939
ENST00000244745.4	0.0013261875209920292	5367.000000015962	1326.1875209920292
ENST00000506397.5	0.0013139348813703175	5317.414314877911	1313.9348813703175
ENST00000225430.9	0.0013065824836748932	5287.659609900788	1306.5824836748932
ENST00000496634.2	0.001305529077661145	5283.396540020916	1305.529077661145
