transcript_name	raw	est_count	tpm
ENST00000387347.2	0.06664765406098033	70810.00000005074	66647.65406098033
ENST00000362079.2	0.023262205481106187	24715.000000017713	23262.205481106186
ENST00000361381.2	0.019935939886143072	21180.999139852363	19935.93988614307
ENST00000361789.2	0.019834289140333833	21073.0000000151	19834.289140333833
ENST00000361739.1	0.01919417951505905	20392.913608313032	19194.17951505905
ENST00000361227.2	0.01806856397413698	19197.000000013755	18068.563974136978
ENST00000361899.2	0.015130545611578452	16075.49357665836	15130.545611578451
ENST00000361390.2	0.013914898743490457	14783.925914717667	13914.898743490457
ENST00000361453.3	0.011679276903267295	12408.682783707047	11679.276903267295
ENST00000361624.2	0.0066535441982907275	7069.077994106578	6653.544198290728
ENST00000389680.2	0.006079327744384578	6459.000000004628	6079.327744384578
ENST00000414273.1	0.005640504458819944	5992.770883786626	5640.504458819944
ENST00000514057.1	0.005572487840266203	5920.506423354348	5572.487840266203
ENST00000582078.2	0.0031737874522472205	3372.000000002416	3173.7874522472207
ENST00000655450.1	0.0027041632261145844	2873.0463320751187	2704.163226114584
ENST00000490232.3	0.0025850981630565245	2746.5452986338937	2585.0981630565248
ENST00000618786.1	0.0020720392852761308	2201.444354759481	2072.0392852761306
ENST00000304886.6	0.002022205760884731	2148.4985772692653	2022.205760884731
ENST00000706269.1	0.002022205760884731	2148.4985772692653	2022.205760884731
ENST00000254976.7	0.0020170330786079263	2143.002845466227	2017.0330786079262
ENST00000295108.4	0.0019539687873265806	2076.0000000014875	1953.9687873265807
ENST00000701490.1	0.0016781918823715286	1783.0000000012776	1678.1918823715287
ENST00000309311.7	0.0016132478330817723	1714.0000000012283	1613.2478330817723
ENST00000441633.2	0.001600906003117847	1700.887385730566	1600.906003117847
ENST00000361335.1	0.0015887761623349077	1688.0000000012096	1588.7761623349077
ENST00000371625.8	0.0015737166726445294	1672.0000000011983	1573.7166726445294
ENST00000378482.7	0.0015266557673620973	1622.0000000011623	1526.6557673620973
ENST00000356978.9	0.0014974780060869894	1591.0000000011403	1497.4780060869894
ENST00000334701.11	0.0013393533643380176	1423.0000000010198	1339.3533643380176
ENST00000523500.5	0.0013129992573798555	1395.0000000009995	1312.9992573798554
ENST00000255224.8	0.0012753505331539099	1355.000000000971	1275.35053315391
ENST00000393658.7	0.0012155731316060613	1291.4893203942547	1215.5731316060612
ENST00000280187.11	0.0012052398361222455	1280.5106796075881	1205.2398361222456
ENST00000376335.8	0.0012019355209133159	1277.0000000009152	1201.935520913316
ENST00000357790.5	0.0011967721214211475	1271.5141307202623	1196.7721214211474
ENST00000261313.3	0.0011887584674342348	1263.0000000009052	1188.7584674342347
ENST00000649266.1	0.0011624043604760727	1235.000000000885	1162.4043604760727
ENST00000379535.8	0.0011332265992009649	1204.0000000008627	1133.2265992009648
ENST00000264071.7	0.0011125198008766948	1182.000000000847	1112.5198008766947
ENST00000306773.5	0.0010852244758128842	1153.0000000008263	1085.2244758128843
ENST00000252486.9	0.0010786359490733437	1146.0000000008213	1078.6359490733437
ENST00000456586.5	0.0010776947309676951	1145.0000000008206	1077.6947309676953
ENST00000361567.2	0.0010692237680168574	1136.0000000008142	1069.2237680168573
ENST00000221485.8	0.0010682825499112086	1135.0000000008133	1068.2825499112087
ENST00000565493.2	0.0010579291507490736	1124.0000000008056	1057.9291507490736
ENST00000339526.8	0.0010569879326434248	1123.0000000008047	1056.9879326434248
ENST00000424002.1	0.0010412229713985936	1106.25046963135	1041.2229713985935
ENST00000394077.8	0.001032195817941346	1096.659543359237	1032.195817941346
ENST00000257435.12	0.0010061773727478187	1069.0161682080384	1006.1773727478187
ENST00000447165.6	0.0010061773727478187	1069.0161682080384	1006.1773727478187
ENST00000620041.5	0.000998795513899379	1061.173290128937	998.795513899379
ENST00000370321.8	0.0009760774913321078	1037.036458898272	976.0774913321078
ENST00000554243.1	0.0009370539832692015	995.5758156863129	937.0539832692015
ENST00000379060.8	0.0009327471426978041	991.0000000007101	932.7471426978042
ENST00000651669.1	0.0009195700892187232	977.0000000007001	919.5700892187232
ENST00000571732.5	0.0009195700892187232	977.0000000007001	919.5700892187232
ENST00000376960.8	0.0009110991262678854	968.0000000006937	911.0991262678855
ENST00000447750.7	0.000875332838253237	930.0000000006664	875.332838253237
ENST00000567815.5	0.0008668473631289641	920.9845814984573	866.847363128964
ENST00000568588.5	0.0008489787312950751	902.0000000006464	848.978731295075
ENST00000217182.6	0.0008487748842422406	901.7834220878212	848.7748842422405
ENST00000506894.5	0.0008433314226611832	896.0000000006421	843.3314226611832
ENST00000611050.4	0.0008348604597103454	887.0000000006356	834.8604597103454
ENST00000307630.5	0.0008310955872877509	883.0000000006328	831.0955872877508
ENST00000496309.3	0.0008141536613860753	865.0000000006199	814.1536613860753
ENST00000451311.7	0.0008048686854510909	855.1351494635678	804.8686854510909
ENST00000601048.6	0.0007981529535900484	848.0000000006077	798.1529535900484
ENST00000394945.6	0.0007830934638996701	832.0000000005962	783.09346389967
ENST00000295955.14	0.0007782418222615409	826.8453587872409	778.241822261541
ENST00000326669.6	0.0007627219983171339	810.3562752780339	762.7219983171339
ENST00000378961.9	0.0007539157026245622	801.000000000574	753.9157026245622
ENST00000336023.9	0.000752033266413265	799.0000000005726	752.033266413265
ENST00000510231.1	0.0007473271758850217	794.000000000569	747.3271758850217
ENST00000304414.12	0.0007416798672511298	788.0000000005647	741.6798672511298
ENST00000380384.5	0.0007405935558547928	786.8458451985921	740.5935558547927
ENST00000416718.2	0.0007313264680889948	777.0000000005567	731.3264680889948
ENST00000312828.4	0.0007275615956664003	773.000000000554	727.5615956664003
ENST00000409733.5	0.0007237749610638513	768.976878707172	723.7749610638513
ENST00000296755.12	0.000722855505138157	768.0000000005504	722.855505138157
ENST00000303577.7	0.0007190906327155625	764.0000000005475	719.0906327155625
ENST00000302517.8	0.0007181494146099139	763.0000000005468	718.1494146099138
ENST00000702504.1	0.0007172019598699162	761.993373869672	717.2019598699162
ENST00000618441.5	0.0007138274096351321	758.408072849075	713.8274096351321
ENST00000355994.7	0.000710713591759298	755.0997877054415	710.713591759298
ENST00000690968.2	0.000710651250508244	755.0335530562354	710.651250508244
ENST00000382582.7	0.0007014154583237847	745.22095794248	701.4154583237847
ENST00000376925.8	0.0007012074887082383	745.0000000005339	701.2074887082383
ENST00000398409.1	0.0007012074887082383	745.0000000005339	701.2074887082383
ENST00000327040.13	0.0007002662706025897	744.0000000005332	700.2662706025897
ENST00000440191.6	0.0006969720072328194	740.5000000005307	696.9720072328194
ENST00000323963.10	0.0006969720072328194	740.5000000005307	696.9720072328194
ENST00000321153.9	0.0006917192151626444	734.919155307197	691.7192151626443
ENST00000500949.7	0.0006891726316953425	732.2135300626117	689.1726316953425
ENST00000253408.11	0.00068614799901786	729.0000000005224	686.14799901786
ENST00000348462.6	0.0006823295092273266	724.9430340671008	682.3295092273266
ENST00000439189.1	0.0006723550593825143	714.3456499061305	672.3550593825144
ENST00000331825.11	0.0006616763282709953	703.0000000005037	661.6763282709953
ENST00000394936.8	0.0006588526739540494	700.0000000005016	658.8526739540494
ENST00000396651.8	0.0006586920475028488	699.8293419455442	658.6920475028488
ENST00000707008.1	0.0006586484183716984	699.7829880442661	658.6484183716983
ENST00000367071.4	0.0006456756204749683	686.0000000004916	645.6756204749684
ENST00000319540.9	0.0006447344023693197	685.0000000004908	644.7344023693197
ENST00000220876.12	0.0006372046575241306	677.0000000004851	637.2046575241305
ENST00000530022.5	0.0006353876917789798	675.0695592936523	635.3876917789797
ENST00000229239.10	0.0006240667918694678	663.0416352220917	624.0667918694678
ENST00000348225.7	0.0006075222003717055	645.4637843515196	607.5222003717056
ENST00000553286.5	0.0006064195395788705	644.2922590841897	606.4195395788705
ENST00000406022.6	0.0005933382361749186	630.3939890387508	593.3382361749186
ENST00000343986.9	0.0005909084919525379	627.8125000004497	590.9084919525378
ENST00000573283.7	0.0005896253045883853	626.4491737358437	589.6253045883853
ENST00000331523.7	0.0005893917630968088	626.2010468774938	589.3917630968089
ENST00000356303.7	0.0005893917630968088	626.2010468774938	589.3917630968089
ENST00000676710.1	0.0005893917630968088	626.2010468774938	589.3917630968089
ENST00000678508.1	0.0005893917630968088	626.2010468774938	589.3917630968089
ENST00000551295.7	0.0005866927664607088	623.3334898044794	586.6927664607088
ENST00000216146.9	0.000583555225502158	620.0000000004443	583.555225502158
ENST00000401609.5	0.000583555225502158	620.0000000004443	583.555225502158
ENST00000430350.2	0.0005816727892908607	618.0000000004428	581.6727892908607
ENST00000457586.2	0.0005816727892908607	618.0000000004428	581.6727892908607
ENST00000379440.9	0.0005816727892908607	618.0000000004428	581.6727892908607
ENST00000424424.2	0.0005816727892908607	618.0000000004428	581.6727892908607
ENST00000281961.3	0.0005788491349739148	615.0000000004408	578.8491349739148
ENST00000339697.5	0.0005788491349739148	615.0000000004408	578.8491349739148
ENST00000428277.6	0.0005713193901287257	607.000000000435	571.3193901287257
ENST00000647841.1	0.0005700929543571889	605.6969696356584	570.0929543571889
ENST00000547276.5	0.0005644819068076073	599.7354953334628	564.4819068076073
ENST00000619601.1	0.0005597326862251974	594.6896716780196	559.7326862251974
ENST00000527673.2	0.000557201118543996	592.0000000004242	557.201118543996
ENST00000352432.9	0.0005543774642270501	589.0000000004221	554.3774642270502
ENST00000529639.6	0.0005506223274541112	585.0103436706028	550.6223274541112
ENST00000327141.9	0.0005480553864927765	582.2830895454098	548.0553864927765
ENST00000361216.8	0.0005477889374875096	582.000000000417	547.7889374875097
ENST00000316509.11	0.0005459065012762124	580.0000000004156	545.9065012762123
ENST00000200691.5	0.0005423777212501715	576.2508370754084	542.3777212501715
ENST00000361436.10	0.0005410549315608195	574.8454352015874	541.0549315608195
ENST00000409115.8	0.0005403943838520782	574.143634306792	540.3943838520781
ENST00000429029.6	0.0005374355383253746	571.0000000004092	537.4355383253745
ENST00000394665.5	0.0005368731756668592	570.4025161067816	536.8731756668592
ENST00000455918.2	0.0005296467655215372	562.7247949686537	529.6467655215372
ENST00000678702.1	0.0005296467655215372	562.7247949686537	529.6467655215372
ENST00000677236.1	0.0005296467655215372	562.7247949686537	529.6467655215372
ENST00000439602.7	0.000518167910575721	550.5290510949064	518.167910575721
ENST00000221561.12	0.0005174035091014856	549.7169104554007	517.4035091014856
ENST00000506397.5	0.000516349884553971	548.5974838940201	516.349884553971
ENST00000464216.1	0.0005148463037898071	547.000000000392	514.8463037898072
ENST00000541036.6	0.0005140624368859128	546.1671782567487	514.0624368859128
ENST00000689346.1	0.0005110814313672126	543.0000000003892	511.0814313672126
ENST00000348956.7	0.0005110814313672126	543.0000000003892	511.0814313672126
ENST00000250111.9	0.000510140213261564	542.0000000003885	510.140213261564
ENST00000375765.5	0.0005091989951559153	541.0000000003877	509.1989951559153
ENST00000358704.4	0.0005064092074817186	538.0359817165744	506.4092074817186
ENST00000696617.1	0.0005064092074817186	538.0359817165744	506.4092074817186
ENST00000696618.1	0.0005064092074817186	538.0359817165744	506.4092074817186
ENST00000549920.6	0.0005062101038935071	537.8244435119683	506.2101038935071
ENST00000009589.8	0.0005060370950477866	537.640629744806	506.0370950477866
ENST00000435983.5	0.0005029288329024133	534.3382473036677	502.9288329024133
ENST00000552361.1	0.0005026104684163748	534.0000000003827	502.61046841637483
ENST00000646664.1	0.000502550287423555	533.9360605240183	502.55028742355506
ENST00000245857.9	0.0005007280322050776	532.0000000003813	500.72803220507757
ENST00000642480.2	0.0004999969342789272	531.223242815449	499.9969342789272
ENST00000675515.1	0.0004976473693198607	528.726940475994	497.6473693198607
ENST00000676397.1	0.0004973548969210792	528.4162022984913	497.35489692107916
ENST00000286827.7	0.000494897293150042	525.8051137991416	494.897293150042
ENST00000403491.8	0.000494139505465537	525.0000000003762	494.139505465537
ENST00000473257.3	0.0004921182292182465	522.8524889876137	492.11822921824654
ENST00000355968.10	0.0004902991377515872	520.9197898015871	490.2991377515872
ENST00000394853.8	0.0004875509787259965	518.0000000003712	487.5509787259965
ENST00000221138.9	0.0004834707521130371	513.6649509947526	483.4707521130371
ENST00000405358.8	0.0004828448881977533	513.0000000003675	482.84488819775333
ENST00000568415.1	0.0004819036700921047	512.0000000003669	481.9036700921047
ENST00000343262.9	0.00047567844742063775	505.38599349739883	475.6784474206377
ENST00000202773.14	0.000475591402720394	505.2935125944908	475.591402720394
ENST00000507767.1	0.00047319696059007125	502.749530369803	473.1969605900712
ENST00000230050.4	0.0004724914890356183	502.00000000035976	472.49148903561826
ENST00000462990.5	0.00047073534665547577	500.13418126015017	470.7353466554758
ENST00000562999.5	0.00047005981172049013	499.4164571418699	470.05981172049013
ENST00000359227.8	0.00046966783471867233	499.00000000035755	469.66783471867234
ENST00000300086.5	0.0004687266166130237	498.00000000035686	468.7266166130237
ENST00000429775.2	0.0004678942582526903	497.1156583633456	467.8942582526903
ENST00000215754.8	0.0004659191046139921	495.01715045444973	465.9191046139921
ENST00000334828.6	0.0004648208851828647	493.85034392519015	464.8208851828647
ENST00000370355.3	0.0004640205260847805	493.0000000003533	464.0205260847805
ENST00000311151.9	0.0004597850446093616	488.50000000035004	459.7850446093616
ENST00000521913.7	0.0004597850446093616	488.50000000035004	459.7850446093616
ENST00000318607.10	0.00045837321745088866	487.000000000349	458.37321745088866
ENST00000282356.9	0.0004546083450282941	483.0000000003461	454.6083450282941
ENST00000283632.5	0.0004546083450282941	483.0000000003461	454.6083450282941
ENST00000341369.11	0.0004516494994995214	479.856365691765	451.64949949952137
ENST00000612199.4	0.0004497936261713062	477.88458750658276	449.7936261713062
ENST00000650315.1	0.00044801981828875356	476.0000000003411	448.0198182887536
ENST00000559463.5	0.00044618051495360814	474.04582665400585	446.18051495360817
ENST00000448864.6	0.0004376664191266185	465.0000000003332	437.6664191266185
ENST00000234310.8	0.0004376664191266185	465.0000000003332	437.6664191266185
ENST00000360535.9	0.0004357839829153212	463.00000000033174	435.7839829153212
ENST00000378549.5	0.00043390154670402395	461.0000000003304	433.90154670402393
ENST00000334035.9	0.00043390154670402395	461.0000000003304	433.90154670402393
ENST00000396045.7	0.0004329603285983753	460.00000000032963	432.9603285983753
ENST00000297323.12	0.0004301366742814294	457.0000000003275	430.13667428142935
ENST00000360982.2	0.00042543058375318617	452.0000000003239	425.43058375318617
