transcript_name	raw	est_count	tpm
ENST00000362079.2	0.01100697353550433	33513.999999982974	11006.97353550433
ENST00000387347.2	0.009410151152929225	28651.999999985444	9410.151152929226
ENST00000361739.1	0.00815352804165298	24825.83772064087	8153.5280416529795
ENST00000361227.2	0.006684846313231937	20353.999999989665	6684.8463132319375
ENST00000222247.10	0.005542982745518518	16877.257234606546	5542.982745518518
ENST00000501597.3	0.005481842415788132	16691.09734206446	5481.842415788132
ENST00000439602.7	0.004913898028462868	14961.821975369656	4913.898028462868
ENST00000651669.1	0.004344130310214389	13226.99493614984	4344.130310214388
ENST00000274065.9	0.004201149226984887	12791.646562875903	4201.149226984887
ENST00000361381.2	0.004154298074432266	12648.994314137139	4154.298074432266
ENST00000456586.5	0.004036393887669279	12289.999999993759	4036.393887669279
ENST00000361899.2	0.00402280032211372	12248.61035237089	4022.80032211372
ENST00000567815.5	0.0039752700172439644	12103.890222694372	3975.2700172439645
ENST00000361390.2	0.0039619840291961845	12063.437086144455	3961.9840291961846
ENST00000245857.9	0.0038219296439339925	11636.999914061289	3821.9296439339923
ENST00000361453.3	0.003609797603278005	10991.10091306806	3609.7976032780048
ENST00000361789.2	0.0036018821616004056	10966.99999999443	3601.8821616004057
ENST00000233143.6	0.003511235724415969	10690.99999999457	3511.2357244159693
ENST00000464216.1	0.0034746813112644824	10579.699232494162	3474.6813112644822
ENST00000309311.7	0.0034429224674074085	10482.999999994676	3442.9224674074085
ENST00000343262.9	0.0034281187978959745	10437.925831477269	3428.1187978959747
ENST00000321153.9	0.0033536031612355645	10211.040844520563	3353.6031612355646
ENST00000380384.5	0.0031238998250476997	9511.64081560576	3123.8998250477
ENST00000451311.7	0.0030822247955724314	9384.748810884552	3082.2247955724315
ENST00000230050.4	0.0029397636699246697	8950.983602895625	2939.7636699246696
ENST00000435983.5	0.0029309010337856905	8923.998674967568	2930.9010337856903
ENST00000439189.1	0.0028676943351028305	8731.547108438093	2867.6943351028303
ENST00000301071.12	0.0028552018972726736	8693.510171210144	2855.2018972726737
ENST00000361624.2	0.002848884931350961	8674.276292322613	2848.884931350961
ENST00000323345.11	0.0028409012436200263	8649.967583870526	2840.9012436200264
ENST00000287038.8	0.0027838509173950406	8476.260921731668	2783.8509173950406
ENST00000357790.5	0.0027760222950037237	8452.424355760453	2776.0222950037237
ENST00000253788.12	0.0026537016052378586	8079.982686523416	2653.7016052378585
ENST00000229239.10	0.0025565919491188993	7784.303496901377	2556.5919491188993
ENST00000512805.6	0.002526575349957341	7692.909045824062	2526.575349957341
ENST00000396651.8	0.0024990834047948374	7609.201653669106	2499.0834047948374
ENST00000343986.9	0.0024944086399527336	7594.967943702163	2494.4086399527337
ENST00000357865.6	0.0024343134356261077	7411.9902458540655	2434.3134356261075
ENST00000009589.8	0.0024135868443476215	7348.881982909104	2413.5868443476215
ENST00000394077.8	0.002406273873362079	7326.615470791237	2406.273873362079
ENST00000448864.6	0.0023873512749770535	7268.999999996307	2387.3512749770534
ENST00000348462.6	0.0023245991238636703	7077.932438542732	2324.5991238636702
ENST00000394665.5	0.0022787334918078603	6938.280899656098	2278.7334918078604
ENST00000525634.6	0.0022748196079222425	6926.36391774282	2274.8196079222425
ENST00000568588.5	0.0022549908458196263	6865.98936237906	2254.9908458196264
ENST00000394580.2	0.0022477184718761116	6843.846460012969	2247.718471876112
ENST00000414273.1	0.002238456224093572	6815.644795751436	2238.456224093572
ENST00000409733.5	0.0022369115370180566	6810.941537177968	2236.9115370180566
ENST00000647841.1	0.002230157544992953	6790.377002521908	2230.1575449929533
ENST00000599539.5	0.002192232817938138	6674.903907359589	2192.232817938138
ENST00000584577.5	0.0021623167696645453	6583.815613324298	2162.316769664545
ENST00000563390.5	0.0021331943184314814	6495.14366117722	2133.1943184314814
ENST00000406022.6	0.0020848804475236756	6348.037731978745	2084.8804475236757
ENST00000530022.5	0.0020678463795777346	6296.172452999148	2067.8463795777348
ENST00000449470.6	0.0020586783552771857	6268.257680112909	2058.678355277186
ENST00000244745.4	0.002048740852016352	6237.999999996832	2048.7408520163517
ENST00000648437.1	0.0020469903226499986	6232.669993433748	2046.9903226499985
ENST00000366815.10	0.0020044533961743427	6103.15368731145	2004.4533961743427
ENST00000620041.5	0.002000836167484335	6092.139960247801	2000.8361674843352
ENST00000202773.14	0.0019973389278055086	6081.4915753654295	1997.3389278055085
ENST00000379060.8	0.0019919226142159625	6064.99999999692	1991.9226142159625
ENST00000556230.2	0.001967232181915227	5989.822645798938	1967.2321819152269
ENST00000270625.7	0.0019573497324046588	5959.732593176508	1957.3497324046589
ENST00000355968.10	0.0019341726979459418	5889.16322818771	1934.1726979459418
ENST00000552924.2	0.0019196833361607988	5845.046062892392	1919.6833361607987
ENST00000550767.6	0.0019101055514666656	5815.883652789049	1910.1055514666655
